"","siteid","lat","long","ecoreg","era","area","lev_doc","lev_no3","lev_tn","lev_tp","temp","precip","elev","forest","wetland","urban","ag"
"14","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"15","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"16","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"17","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"18","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"19","NLA06608-0002",33.03614283,-79.984084,"8","Year2012",1.773025378,0.0189384628546733,-0.00428148684782031,0.00562502802416743,0.000841569896377457,18.1,1261,4.9,58.880408,28.091603,0.763359,0
"20","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"21","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"22","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"23","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"24","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"25","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"26","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"27","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"28","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"29","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"30","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"31","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"32","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"33","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"34","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"35","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"36","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"37","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"38","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"39","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"40","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"41","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"42","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"43","NLA06608-0002",33.03606404,-79.98379054,"8","Year2007",2.290436081,0.0102783858246331,0.00102693670596509,0.00184470950010703,-0.0012025019976172,18.1,1261,4.9,59.9,32.8,1,0.3
"44","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"45","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"46","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"47","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"48","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"49","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"50","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"51","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"52","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"53","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"54","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"55","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"56","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"57","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"58","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"59","NLA06608-0003",28.04774206,-97.85986605,"9","Year2007",4.837379808,0.00062357716428689,0,0.00227562513366436,0.00443698483508514,21.9,728,17.6,10.3,0.4,11.3,44.1
"60","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"61","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"62","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"63","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"64","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"65","NLA06608-0004",37.4167824,-108.4056506,"6","Year2012",4.641794048,0.492225670681938,0,0.669559285590257,0.978293944036393,7.6,463,2213,36.991082,1.725475,0.445909,1.31834
"66","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"67","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"68","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"69","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"70","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"71","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"72","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"73","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"74","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"75","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"76","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"77","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"78","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"79","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"80","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"81","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"82","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"83","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"84","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"85","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"86","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"87","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"88","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"89","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"90","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"91","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"92","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"93","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"94","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"95","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"96","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"97","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"98","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"99","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"100","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"101","NLA06608-0004",37.41662013,-108.4045832,"6","Year2007",4.702661694,0.0753513977556954,-0.00672564587129937,0.109568433371675,0.706192816486434,7.6,463,2213,37,1.8,0.4,1.7
"102","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"103","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"104","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"105","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"106","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"107","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"108","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"109","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"110","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"111","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"112","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"113","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"114","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"115","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"116","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"117","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"118","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"119","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"120","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"121","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"122","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"123","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"124","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"125","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"126","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"127","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"128","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"129","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"130","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"131","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"132","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"133","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"134","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"135","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"136","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"137","NLA06608-0005",43.92920926,-114.8403862,"6","Year2007",87.07638265,-0.064131680264527,-0.124534774467163,-0.0567500238078211,0.747208646802978,-0.6,558,2138,46.6,2.2,0,0
"138","NLA06608-0006",41.67757315,-73.14469782,"8","Year2012",23.09818365,-0.00324349489908485,-0.0579504421969825,-0.0234160217016877,-0.0281921070147483,8.4,1247,198.75,68.847667,1.441876,6.32867,17.470091
"139","NLA06608-0006",41.67757315,-73.14469782,"8","Year2012",23.09818365,-0.00324349489908485,-0.0579504421969825,-0.0234160217016877,-0.0281921070147483,8.4,1247,198.75,68.847667,1.441876,6.32867,17.470091
"140","NLA06608-0006",41.67757315,-73.14469782,"8","Year2012",23.09818365,-0.00324349489908485,-0.0579504421969825,-0.0234160217016877,-0.0281921070147483,8.4,1247,198.75,68.847667,1.441876,6.32867,17.470091
"141","NLA06608-0006",41.67757315,-73.14469782,"8","Year2012",23.09818365,-0.00324349489908485,-0.0579504421969825,-0.0234160217016877,-0.0281921070147483,8.4,1247,198.75,68.847667,1.441876,6.32867,17.470091
